n,seconds
1493,0.0859614100
1494,0.0899516060
1495,0.0907661190
1496,0.0958296460
1497,0.0925742660
1498,0.0916991530
1499,0.0952296210
1500,0.0849954350
1501,0.0828476940
1502,0.0800237250
1503,0.0806036640
1504,0.0844096550
1505,0.0903888520
1506,0.0915387780
1507,0.0868227840
1508,0.0873357460
1509,0.0860172550
1510,0.1194416120
1511,0.0973623740
1512,0.0873974380
1513,0.0918288930
1514,0.0879360880
1515,0.0909549150
1516,0.0902847570
1517,0.0885368930
1518,0.0875712740
1519,0.0875712750
1520,0.0884449200
1521,0.0877361210
1522,0.0857255750
1523,0.0910421510
1524,0.0929852310
1525,0.0871420700
1526,0.0900076550
1527,0.0874689030
1528,0.0976120220
1529,0.0885958990
1530,0.0878232840
1531,0.0899822620
1532,0.0955229860
1533,0.0900454320
1534,0.0899778780
1535,0.0962178420
1536,0.0916294380
1537,0.0921908950
1538,0.0874596740
1539,0.0860203900
1540,0.0845484450
1541,0.0894679670
1542,0.0916495930
1543,0.0958742270
1544,0.0951262240
1545,0.0916986810
1546,0.0847127040
1547,0.0857115440
1548,0.0865722900
1549,0.0931720350
1550,0.0904886100
1551,0.0923008600
1552,0.0918982810
1553,0.0944191570
1554,0.0922455520
1555,0.0924138230
1556,0.0913345830
1557,0.0935642930
1558,0.1075001300
1559,0.1342420250
1560,0.0964251480
1561,0.0977625010
1562,0.0956614250
1563,0.0994305170
1564,0.0968669270
1565,0.0986459410
1566,0.0953974940
1567,0.0951228840
1568,0.0983760640
1569,0.0977522280
1570,0.1012324860
1571,0.0930894910
1572,0.1118096310
1573,0.1030811730
1574,0.0923042970
1575,0.0912328080
1576,0.0990808990
1577,0.0919295300
1578,0.0897318290
1579,0.0902045710
1580,0.0941664420
1581,0.1263326940
1582,0.1308682260
1583,0.1384157540
1584,0.1261354040
1585,0.1368776710
1586,0.1355406570
1587,0.1378530020
1588,0.1107933700
1589,0.2009863420
1590,0.0949128450
1591,0.1909090590
1592,0.1010373470
1593,0.0916534940
1594,0.1744621710
1595,0.1454320880
1596,0.1324086870
1597,0.1018967650
1598,0.1427858070
1599,0.1267897570
1600,0.1234861410
1601,0.1343883220
1602,0.1336886870
1603,0.1042347800
1604,0.1025430240
1605,0.0926487200
1606,0.0933083210
1607,0.1192490660
1608,0.1544696060
1609,0.0933859800
1610,0.0932837520
1611,0.0907603370
1612,0.1295807480
1613,0.1320511620
1614,0.1003908540
1615,0.0971544470
1616,0.1078255010
1617,0.1536984330
1618,0.1575248500
1619,0.1443801380
1620,0.1459632420
1621,0.1233632840
1622,0.1914169630
1623,0.0986548410
1624,0.1888378840
1625,0.1219244570
1626,0.1655525850
1627,0.1717636360
1628,0.1923523220
1629,0.1294009240
1630,0.1547856350
1631,0.1220996680
1632,0.1119393600
1633,0.0946245420
1634,0.1180232260
1635,0.1167144760
1636,0.0969925520
1637,0.0951519650
1638,0.1193962180
1639,0.1130477090
1640,0.1012808070
1641,0.1313464710
1642,0.2139975880
1643,0.2024128160
1644,0.1743136620
1645,0.1870021280
1646,0.1447790460
1647,0.2034393480
1648,0.2191343140
1649,0.2111252450
1650,0.2484375650
1651,0.3222919610
1652,0.2487523400
1653,0.2509057320
1654,0.2381328620
1655,0.2036124540
1656,0.1828172690
1657,0.2620072230
1658,0.2736665350
1659,0.1670154220
1660,0.2341385940
1661,0.1584979600
1662,0.1629531620
1663,0.2017157610
1664,0.1622576940
1665,0.1368199250
1666,0.1422715050
1667,0.1180597560
1668,0.1191858100
1669,0.1246724950
1670,0.1206896440
1671,0.1150859660
1672,0.1221687330
1673,0.1685978470
1674,0.1659269760
1675,0.1490026950
1676,0.1561957150
1677,0.1387550820
1678,0.1141828820
1679,0.1168346740
1680,0.1432483020
1681,0.1395363280
1682,0.1185472650
1683,0.1150750910
1684,0.1146860280
1685,0.1142796950
1686,0.1307871240
1687,0.1249324410
1688,0.1533182830
1689,0.2087208460
1690,0.1326118550
1691,0.1339561670
1692,0.1131181040
1693,0.1232330080
1694,0.1401743770
1695,0.1481696100
1696,0.1543807680
1697,0.1296201520
1698,0.1311558640
1699,0.2105910120
1700,0.1996088500
1701,0.2307496290
1702,0.1502256000
1703,0.1831608540
1704,0.2521982470
1705,0.2648081650
1706,0.2735179680
1707,0.2017449780
1708,0.1677408100
1709,0.1446419180
1710,0.1583459740
1711,0.1635909250
1712,0.1411706770
1713,0.1926658090
1714,0.2408978410
1715,0.2902717990
1716,0.4729085070
1717,0.1599969750
1718,0.1643169660
1719,0.1569210660
1720,0.1651570800
1721,0.1165121810
1722,0.1087272680
1723,0.1080036590
1724,0.1475698370
1725,0.1283029010
1726,0.1531084760
1727,0.1396570920
1728,0.1214387000
1729,0.1065905340
1730,0.1092705780
1731,0.1135893080
1732,0.1132236220
1733,0.1014918640
1734,0.1080014120
1735,0.1004650010
1736,0.1087002900
1737,0.1037301590
1738,0.1052051590
1739,0.1005367850
1740,0.1006228140
1741,0.1535212820
1742,0.1504205250
1743,0.1084209590
1744,0.1063926430
1745,0.1033305640
1746,0.1005893920
1747,0.0992702240
1748,0.1100295470
1749,0.1398073830
1750,0.1455793770
1751,0.1209283670
1752,0.1268220480
1753,0.1209361810
1754,0.1079560020
1755,0.0991516180
1756,0.1006825500
1757,0.1038424570
1758,0.1214057910
1759,0.1125562960
1760,0.1073883960
1761,0.1016101300
1762,0.1134737050
1763,0.1381637970
1764,0.1334217780
1765,0.1280997140
1766,0.1121886630
1767,0.1024651840
1768,0.1009847370
1769,0.1014228200
1770,0.1057357180
1771,0.1293348250
1772,0.1188923860
1773,0.1165291390
1774,0.1285734590
1775,0.1368632420
1776,0.1319314170
1777,0.1272294380
1778,0.1308956180
1779,0.1360900600
1780,0.1379386180
1781,0.1153741460
1782,0.1435874670
1783,0.1492157540
1784,0.1815836010
1785,0.1130379700
1786,0.1573791110
1787,0.1443296290
1788,0.1326151080
1789,0.1163349580
1790,0.1218496390
1791,0.1208479600
1792,0.1222414760
1793,0.1160076190
1794,0.1149573980
1795,0.1158459460
1796,0.1156165170
1797,0.1138258110
1798,0.1109230830
1799,0.1079408090
1800,0.2273227640
1801,0.1491823390
1802,0.1418694160
1803,0.1348409150
1804,0.1093091160
1805,0.1091126030
1806,0.1102868870
1807,0.1088187900
1808,0.1102031540
1809,0.1184902660
1810,0.1448945830
1811,0.1403985910
1812,0.1429789950
1813,0.1744789790
1814,0.1500886690
1815,0.1590730890
1816,0.1831931900
1817,0.2176390890
1818,0.1990844590
1819,0.1599527100
1820,0.2429232580
1821,0.2588301710
1822,0.3793111360
1823,0.1387428190
1824,0.1225627570
1825,0.1219284830
1826,0.1459277790
1827,0.3839544630
1828,0.3604179210
1829,0.2651406790
1830,0.2254999550
1831,0.2140971360
1832,0.1576216660
1833,0.1584808920
1834,0.1285279500
1835,0.1438811480
1836,0.1197638980
1837,0.1408987940
1838,0.1649578760
1839,0.1392930600
1840,0.1425668960
1841,0.1446455820
1842,0.1198059760
1843,0.1518884300
1844,0.1506857910
1845,0.1310417090
1846,0.1585686660
1847,0.2665577800
1848,0.1167426560
1849,0.1932663580
1850,0.1213583470
1851,0.1412655150
1852,0.1569654900
1853,0.1313269640
1854,0.1514012260
1855,0.1459720920
1856,0.1242189930
1857,0.1400777040
1858,0.1289252030
1859,0.1239130470
1860,0.1370314840
1861,0.1277233000
1862,0.1218439720
1863,0.2465115650
1864,0.2107433690
1865,0.2645635670
1866,0.2455026340
1867,0.3271944890
1868,0.2865995220
1869,0.3750381750
1870,0.3882064820
1871,0.3807026590
1872,0.3040277940
1873,0.2813790830
1874,0.1613667540
1875,0.1520119670
1876,0.1626224310
1877,0.2374501890
1878,0.2490719590
1879,0.1505631020
1880,0.1615942700
1881,0.1662616550
1882,0.1556608730
1883,0.1971849120
1884,0.1791428040
1885,0.1927185900
1886,0.1719141160
1887,0.1524584930
1888,0.2051195320
1889,0.3329289430
1890,0.1932087560
1891,0.1958763580
1892,0.1560252590
1893,0.1423857720
1894,0.1427290040
1895,0.1460070790
1896,0.1541421290
1897,0.1378589930
1898,0.1449655740
1899,0.1424794450
1900,0.1413257300
1901,0.1367164800
1902,0.1401843790
1903,0.1424540340
1904,0.1390685100
1905,0.1385572690
1906,0.1523763570
1907,0.1423561710
1908,0.1380719110
1909,0.1480660030
1910,0.1379531870
1911,0.1403190590
1912,0.1365672430
1913,0.1369892670
1914,0.1349366230
1915,0.1488438640
1916,0.1382739990
1917,0.1387756000
1918,0.1419296540
1919,0.1402046640
1920,0.1378104160
1921,0.1369551500
1922,0.1420882320
1923,0.1393541060
1924,0.1405073080
1925,0.1408326570
1926,0.1371891520
1927,0.1381260010
1928,0.1384599400
1929,0.1373491440
1930,0.1400672130
1931,0.1377295720
1932,0.1666951480
1933,0.1404136570
1934,0.1888542300
1935,0.1582728540
1936,0.1642229930
1937,0.1612799080
1938,0.1587639160
1939,0.1517909300
1940,0.1920863260
1941,0.1572643730
1942,0.1592053730
1943,0.1475857310
1944,0.1450584130
1945,0.1412805110
1946,0.1460136130
1947,0.1453160790
1948,0.1567343540
1949,0.1512883940
1950,0.1487316930
1951,0.1519190480
1952,0.1455852070
1953,0.1451094650
1954,0.1495056440
1955,0.1507829420
1956,0.1473952440
1957,0.1518080200
1958,0.1448073940
1959,0.1454200670
1960,0.1545770220
1961,0.1452843760
1962,0.1476815360
1963,0.1493282480
1964,0.1471109840
1965,0.1458146290
1966,0.1495950510
1967,0.1437088110
1968,0.1547073700
1969,0.1425311140
1970,0.1434470490
1971,0.1459543360
1972,0.1469585250
1973,0.2137651790
1974,0.2454358760
1975,0.1476396720
1976,0.1429627480
1977,0.1431613110
1978,0.1430831250
1979,0.1472760270
1980,0.1424277940
1981,0.1485051220
1982,0.1491729740
1983,0.1563646740
1984,0.1448424560
1985,0.1519605600
1986,0.1452199680
1987,0.1493708580
1988,0.1458016940
1989,0.1467931080
1990,0.1454633560
1991,0.1495390320
1992,0.1480645370
1993,0.1581403870
1994,0.1580113380
1995,0.1657452790
1996,0.1530916730
1997,0.1495450750
1998,0.1458583540
1999,0.1518132130
2000,0.1472609620
